index	identifier	sum_stat	mark	detail	target	assay	feature_names
4489	ENCFF949TXJ	mean	CHIP	SP1:K562	SP1	TF ChIP-seq	f_4489
4490	ENCFF516HCH	mean	CHIP	H3K9me3:middle frontal area 46 male adult (81 year)	H3K9me3	Histone ChIP-seq	f_4490
4491	ENCFF241YPG	mean	CHIP	H3K36me3:peripheral blood mononuclear cell female adult (28 years)	H3K36me3	Histone ChIP-seq	f_4491
4492	ENCFF121VYW	mean	CHIP	H3K9me3:adrenal gland male adult (34 years)	H3K9me3	Histone ChIP-seq	f_4492
4493	ENCFF130TQV	mean	CHIP	H3K4me2:DOHH2	H3K4me2	Histone ChIP-seq	f_4493
4494	ENCFF122KXG	mean	CHIP	eGFP-ZNF214:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF214	TF ChIP-seq	f_4494
4495	ENCFF397LLR	mean	CHIP	3xFLAG-TGIF2:HepG2 genetically modified using CRISPR	3xFLAG-TGIF2	TF ChIP-seq	f_4495
4496	ENCFF313QRX	mean	CHIP	H3K4me1:kidney male adult (50 years)	H3K4me1	Histone ChIP-seq	f_4496
4497	ENCFF366IXP	mean	CHIP	H3K36me3:cardiac muscle cell	H3K36me3	Histone ChIP-seq	f_4497
4498	ENCFF152OQL	mean	CHIP	YY1:liver female child (4 years)	YY1	TF ChIP-seq	f_4498
4499	ENCFF705MDH	mean	CHIP	POLR2A:Peyer's patch female adult (53 years)	POLR2A	TF ChIP-seq	f_4499
4500	ENCFF823ZDZ	mean	CHIP	H3K36me3:skeletal muscle satellite cell female adult originated from mesodermal cell	H3K36me3	Histone ChIP-seq	f_4500
4501	ENCFF114IVM	mean	CHIP	JUN:A549	JUN	TF ChIP-seq	f_4501
4502	ENCFF810CDQ	mean	CHIP	H3K36me3:substantia nigra female adult (75 years)	H3K36me3	Histone ChIP-seq	f_4502
4503	ENCFF898OLL	mean	CHIP	NFRKB:K562	NFRKB	TF ChIP-seq	f_4503
4504	ENCFF784QYR	mean	CHIP	H3K4me1:iPS-20b male adult (55 years)	H3K4me1	Histone ChIP-seq	f_4504
4505	ENCFF446PCG	mean	CHIP	eGFP-ZNF202:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF202	TF ChIP-seq	f_4505
4506	ENCFF514YOV	mean	CHIP	H3K9ac:OCI-LY3	H3K9ac	Histone ChIP-seq	f_4506
4507	ENCFF194OBU	mean	CHIP	NFRKB:HEK293T	NFRKB	TF ChIP-seq	f_4507
4508	ENCFF521HWT	mean	CHIP	XRCC3:K562	XRCC3	TF ChIP-seq	f_4508
4509	ENCFF204VPY	mean	CHIP	H3K27me3:brain female embryo (17 weeks)	H3K27me3	Histone ChIP-seq	f_4509
4510	ENCFF271IWM	mean	CHIP	NRF1:K562	NRF1	TF ChIP-seq	f_4510
4511	ENCFF211PSD	mean	CHIP	CTCF:gastrocnemius medialis male adult (54 years)	CTCF	TF ChIP-seq	f_4511
4512	ENCFF897WSR	mean	CHIP	H3K36me3:T-helper 17 cell treated with phorbol 13-acetate 12-myristate , ionomycin	H3K36me3	Histone ChIP-seq	f_4512
4513	ENCFF177LLX	mean	CHIP	H3K4me1:large intestine male embryo (108 days)	H3K4me1	Histone ChIP-seq	f_4513
4514	ENCFF134ANM	mean	CHIP	POLR2A:uterus female adult (51 year)	POLR2A	TF ChIP-seq	f_4514
4515	ENCFF191LDZ	mean	CHIP	H3K9me3:MCF-7	H3K9me3	Histone ChIP-seq	f_4515
4516	GSM1208590	sum	CHIP	.:batch1_chrom1_LoVo_ARNT_Mouse_PassedQC / LoVo / colon adenocarcinoma	ARNT	TF ChIP-seq	f_4516
4517	GSM1208591	sum	CHIP	.:batch1_chrom1_LoVo_ASCL2_Mouse_PassedQC / LoVo / colon adenocarcinoma	ASCL2	TF ChIP-seq	f_4517
4518	GSM1208592	sum	CHIP	.:batch1_chrom1_LoVo_ATOH1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	ATOH1	TF ChIP-seq	f_4518
4519	GSM1208593	sum	CHIP	.:batch1_chrom1_LoVo_BARX2_Goat_PassedQC / LoVo / colon adenocarcinoma	BARX2	TF ChIP-seq	f_4519
4520	GSM1208594	sum	CHIP	.:batch1_chrom1_LoVo_CAMTA2_Goat_PassedQC / LoVo / colon adenocarcinoma	CAMTA2	TF ChIP-seq	f_4520
4521	GSM1208595	sum	CHIP	.:batch1_chrom1_LoVo_CASP8AP2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	CASP8AP2	TF ChIP-seq	f_4521
4522	GSM1208598	sum	CHIP	.:batch1_chrom1_LoVo_CEBPB_Rabbit_PassedQC / LoVo / colon adenocarcinoma	CEBPB	TF ChIP-seq	f_4522
4523	GSM1208599	sum	CHIP	.:batch1_chrom1_LoVo_CEBPG_Rabbit_PassedQC / LoVo / colon adenocarcinoma	CEBPG	TF ChIP-seq	f_4523
4524	GSM1208603	sum	CHIP	.:batch1_chrom1_LoVo_CTCF_Goat_PassedQC / LoVo / colon adenocarcinoma	CTCF	TF ChIP-seq	f_4524
4525	GSM1208605	sum	CHIP	.:batch1_chrom1_LoVo_DBP_Rabbit_PassedQC / LoVo / colon adenocarcinoma	DBP	TF ChIP-seq	f_4525
4526	GSM1208606	sum	CHIP	.:batch1_chrom1_LoVo_E2F2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	E2F2	TF ChIP-seq	f_4526
4527	GSM1208607	sum	CHIP	.:batch1_chrom1_LoVo_E2F4_Mouse_PassedQC / LoVo / colon adenocarcinoma	E2F4	TF ChIP-seq	f_4527
4528	GSM1208608	sum	CHIP	.:batch1_chrom1_LoVo_EGR1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	EGR1	TF ChIP-seq	f_4528
4529	GSM1208609	sum	CHIP	.:batch1_chrom1_LoVo_EHF_Mouse_PassedQC / LoVo / colon adenocarcinoma	EHF	TF ChIP-seq	f_4529
4530	GSM1208610	sum	CHIP	.:batch1_chrom1_LoVo_ELF1_Mouse_PassedQC / LoVo / colon adenocarcinoma	ELF1	TF ChIP-seq	f_4530
4531	GSM1208611	sum	CHIP	.:batch1_chrom1_LoVo_USF2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	USF2	TF ChIP-seq	f_4531
4532	GSM1208615	sum	CHIP	.:batch1_chrom1_LoVo_ESRRA_Rabbit_PassedQC / LoVo / colon adenocarcinoma	ESRRA	TF ChIP-seq	f_4532
4533	GSM1208616	sum	CHIP	.:batch1_chrom1_LoVo_ETV4_Mouse_PassedQC / LoVo / colon adenocarcinoma	ETV4	TF ChIP-seq	f_4533
4534	GSM1208620	sum	CHIP	.:batch1_chrom1_LoVo_GATA4_Rabbit_PassedQC / LoVo / colon adenocarcinoma	GATA4	TF ChIP-seq	f_4534
4535	GSM1208621	sum	CHIP	.:batch1_chrom1_LoVo_GATA6_Rabbit_PassedQC / LoVo / colon adenocarcinoma	GATA6	TF ChIP-seq	f_4535
4536	GSM1208622	sum	CHIP	.:batch1_chrom1_LoVo_GLI2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	GLI2	TF ChIP-seq	f_4536
4537	GSM1208625	sum	CHIP	.:batch1_chrom1_LoVo_GMEB1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	GMEB1	TF ChIP-seq	f_4537
4538	GSM1208626	sum	CHIP	.:batch1_chrom1_LoVo_GMEB2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	GMEB2	TF ChIP-seq	f_4538
4539	GSM1208627	sum	CHIP	.:batch1_chrom1_LoVo_HBP1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	HBP1	TF ChIP-seq	f_4539
4540	GSM1208629	sum	CHIP	.:batch1_chrom1_LoVo_HES2_Mouse_PassedQC / LoVo / colon adenocarcinoma	HES2	TF ChIP-seq	f_4540
4541	GSM1208630	sum	CHIP	.:batch1_chrom1_LoVo_HES4_Rabbit_PassedQC / LoVo / colon adenocarcinoma	HES4	TF ChIP-seq	f_4541
4542	GSM1208631	sum	CHIP	.:batch1_chrom1_LoVo_HINFP_Goat_PassedQC / LoVo / colon adenocarcinoma	HINFP	TF ChIP-seq	f_4542
4543	GSM1208632	sum	CHIP	.:batch1_chrom1_LoVo_HNF4A_Rabbit_PassedQC / LoVo / colon adenocarcinoma	HNF4A	TF ChIP-seq	f_4543
4544	GSM1208633	sum	CHIP	.:batch1_chrom1_LoVo_HOXA10_Rabbit_PassedQC / LoVo / colon adenocarcinoma	HOXA10	TF ChIP-seq	f_4544
4545	GSM1208634	sum	CHIP	.:batch1_chrom1_LoVo_HOXA1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	HOXA1	TF ChIP-seq	f_4545
4546	GSM1208635	sum	CHIP	.:batch1_chrom1_LoVo_HOXA7_Rabbit_PassedQC / LoVo / colon adenocarcinoma	HOXA7	TF ChIP-seq	f_4546
4547	GSM1208638	sum	CHIP	.:batch1_chrom1_LoVo_IRX3_Mouse_PassedQC / LoVo / colon adenocarcinoma	IRX3	TF ChIP-seq	f_4547
4548	GSM1208639	sum	CHIP	.:batch1_chrom1_LoVo_JUN_Mouse_PassedQC / LoVo / colon adenocarcinoma	JUN	TF ChIP-seq	f_4548
4549	GSM1208641	sum	CHIP	.:batch1_chrom1_LoVo_KLF3_Goat_PassedQC / LoVo / colon adenocarcinoma	KLF3	TF ChIP-seq	f_4549
4550	GSM1208642	sum	CHIP	.:batch1_chrom1_LoVo_KLF5_Rabbit_PassedQC / LoVo / colon adenocarcinoma	KLF5	TF ChIP-seq	f_4550
4551	GSM1208644	sum	CHIP	.:batch1_chrom1_LoVo_LHX2_Goat_PassedQC / LoVo / colon adenocarcinoma	LHX2	TF ChIP-seq	f_4551
4552	GSM1208646	sum	CHIP	.:batch1_chrom1_LoVo_MED12_Rabbit_PassedQC / LoVo / colon adenocarcinoma	MED12	TF ChIP-seq	f_4552
4553	GSM1208647	sum	CHIP	.:batch1_chrom1_LoVo_MED1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	MED1	TF ChIP-seq	f_4553
4554	GSM1208649	sum	CHIP	.:batch1_chrom1_LoVo_MEF2C_Rabbit_PassedQC / LoVo / colon adenocarcinoma	MEF2C	TF ChIP-seq	f_4554
4555	GSM1208652	sum	CHIP	.:batch1_chrom1_LoVo_MYB_Rabbit_PassedQC / LoVo / colon adenocarcinoma	MYB	TF ChIP-seq	f_4555
4556	GSM1208653	sum	CHIP	.:batch1_chrom1_LoVo_MYBL2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	MYBL2	TF ChIP-seq	f_4556
4557	GSM1208654	sum	CHIP	.:batch1_chrom1_LoVo_MYC_Rabbit_PassedQC / LoVo / colon adenocarcinoma	MYC	TF ChIP-seq	f_4557
4558	GSM1208655	sum	CHIP	.:batch1_chrom1_LoVo_MZF1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	MZF1	TF ChIP-seq	f_4558
4559	GSM1208656	sum	CHIP	.:batch1_chrom1_LoVo_NEUROG3_Mouse_PassedQC / LoVo / colon adenocarcinoma	NEUROG3	TF ChIP-seq	f_4559
4560	GSM1208657	sum	CHIP	.:batch1_chrom1_LoVo_NFAT5_Rabbit_PassedQC / LoVo / colon adenocarcinoma	NFAT5	TF ChIP-seq	f_4560
4561	GSM1208659	sum	CHIP	.:batch1_chrom1_LoVo_NFE2L2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	NFE2L2	TF ChIP-seq	f_4561
4562	GSM1208660	sum	CHIP	.:batch1_chrom1_LoVo_NFIL3_Mouse_PassedQC / LoVo / colon adenocarcinoma	NFIL3	TF ChIP-seq	f_4562
4563	GSM1208661	sum	CHIP	.:batch1_chrom1_LoVo_NIPBL_Rabbit_PassedQC / LoVo / colon adenocarcinoma	NIPBL	TF ChIP-seq	f_4563
4564	GSM1208662	sum	CHIP	.:batch1_chrom1_LoVo_NPAT_Rabbit_PassedQC / LoVo / colon adenocarcinoma	NPAT	TF ChIP-seq	f_4564
4565	GSM1208664	sum	CHIP	.:batch1_chrom1_LoVo_NR2F1_Mouse_PassedQC / LoVo / colon adenocarcinoma	NR2F1	TF ChIP-seq	f_4565
4566	GSM1208665	sum	CHIP	.:batch1_chrom1_LoVo_NR2F2_Goat_PassedQC / LoVo / colon adenocarcinoma	NR2F2	TF ChIP-seq	f_4566
4567	GSM1208666	sum	CHIP	.:batch1_chrom1_LoVo_NR3C1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	NR3C1	TF ChIP-seq	f_4567
4568	GSM1208668	sum	CHIP	.:batch1_chrom1_LoVo_RAD21_Rabbit_PassedQC / LoVo / colon adenocarcinoma	RAD21	TF ChIP-seq	f_4568
4569	GSM1208670	sum	CHIP	.:batch1_chrom1_LoVo_RFX1_Mouse_PassedQC / LoVo / colon adenocarcinoma	RFX1	TF ChIP-seq	f_4569
4570	GSM1208671	sum	CHIP	.:batch1_chrom1_LoVo_RFX2_Goat_PassedQC / LoVo / colon adenocarcinoma	RFX2	TF ChIP-seq	f_4570
4571	GSM1208672	sum	CHIP	.:batch1_chrom1_LoVo_RFX5_Rabbit_PassedQC / LoVo / colon adenocarcinoma	RFX5	TF ChIP-seq	f_4571
4572	GSM1208673	sum	CHIP	.:batch1_chrom1_LoVo_RXRA_Rabbit_PassedQC / LoVo / colon adenocarcinoma	RXRA	TF ChIP-seq	f_4572
4573	GSM1208674	sum	CHIP	.:batch1_chrom1_LoVo_SMAD2_Goat_PassedQC / LoVo / colon adenocarcinoma	SMAD2	TF ChIP-seq	f_4573
4574	GSM1208676	sum	CHIP	.:batch1_chrom1_LoVo_SMAD3_Mouse_PassedQC / LoVo / colon adenocarcinoma	SMAD3	TF ChIP-seq	f_4574
4575	GSM1208678	sum	CHIP	.:batch1_chrom1_LoVo_SMC1A_Rabbit_PassedQC / LoVo / colon adenocarcinoma	SMC1A	TF ChIP-seq	f_4575
4576	GSM1208679	sum	CHIP	.:batch1_chrom1_LoVo_SMC3_Rabbit_PassedQC / LoVo / colon adenocarcinoma	SMC3	TF ChIP-seq	f_4576
4577	GSM1208681	sum	CHIP	.:batch1_chrom1_LoVo_SOX4_Rabbit_PassedQC / LoVo / colon adenocarcinoma	SOX4	TF ChIP-seq	f_4577
4578	GSM1208683	sum	CHIP	.:batch1_chrom1_LoVo_SP1_Mouse_PassedQC / LoVo / colon adenocarcinoma	SP1	TF ChIP-seq	f_4578
4579	GSM1208684	sum	CHIP	.:batch1_chrom1_LoVo_SP3_Mouse_PassedQC / LoVo / colon adenocarcinoma	SP3	TF ChIP-seq	f_4579
4580	GSM1208687	sum	CHIP	.:batch1_chrom1_LoVo_TBX3_Mouse_PassedQC / LoVo / colon adenocarcinoma	TBX3	TF ChIP-seq	f_4580
4581	GSM1208688	sum	CHIP	.:batch1_chrom1_LoVo_TCF12_Mouse_PassedQC / LoVo / colon adenocarcinoma	TCF12	TF ChIP-seq	f_4581
4582	GSM1208689	sum	CHIP	.:batch1_chrom1_LoVo_TCF7L2_Mouse_PassedQC / LoVo / colon adenocarcinoma	TCF7L2	TF ChIP-seq	f_4582
4583	GSM1208690	sum	CHIP	.:batch1_chrom1_LoVo_TFAP2A_Rabbit_PassedQC / LoVo / colon adenocarcinoma	TFAP2A	TF ChIP-seq	f_4583
4584	GSM1208691	sum	CHIP	.:batch1_chrom1_LoVo_TFDP1_Goat_PassedQC / LoVo / colon adenocarcinoma	TFDP1	TF ChIP-seq	f_4584
4585	GSM1208697	sum	CHIP	.:batch1_chrom1_LoVo_UBTF_Mouse_PassedQC / LoVo / colon adenocarcinoma	UBTF	TF ChIP-seq	f_4585
4586	GSM1208699	sum	CHIP	.:batch1_chrom1_LoVo_YY1_Mouse_PassedQC / LoVo / colon adenocarcinoma	YY1	TF ChIP-seq	f_4586
4587	GSM1208700	sum	CHIP	.:batch1_chrom1_LoVo_ZBED4_Rabbit_PassedQC / LoVo / colon adenocarcinoma	ZBED4	TF ChIP-seq	f_4587
4588	GSM1208702	sum	CHIP	.:batch1_chrom1_LoVo_ZBTB7B_Goat_PassedQC / LoVo / colon adenocarcinoma	ZBTB7B	TF ChIP-seq	f_4588
4589	GSM1208703	sum	CHIP	.:batch1_chrom1_LoVo_ZNF236_Rabbit_PassedQC / LoVo / colon adenocarcinoma	ZNF236	TF ChIP-seq	f_4589
4590	GSM1208704	sum	CHIP	.:batch1_chrom1_LoVo_ZNF250_Rabbit_PassedQC / LoVo / colon adenocarcinoma	ZNF250	TF ChIP-seq	f_4590
4591	GSM1208705	sum	CHIP	.:batch1_chrom1_LoVo_ZNF407_Rabbit_PassedQC / LoVo / colon adenocarcinoma	ZNF407	TF ChIP-seq	f_4591
4592	GSM1208706	sum	CHIP	.:batch1_chrom1_LoVo_ZNF706_Rabbit_PassedQC / LoVo / colon adenocarcinoma	ZNF706	TF ChIP-seq	f_4592
4593	GSM1208709	sum	CHIP	.:batch2_chrom1_LoVo_AEBP2_Goat_PassedQC / LoVo / colon adenocarcinoma	AEBP2	TF ChIP-seq	f_4593
4594	GSM1208712	sum	CHIP	.:batch2_chrom1_LoVo_ATF1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	ATF1	TF ChIP-seq	f_4594
4595	GSM1208713	sum	CHIP	.:batch2_chrom1_LoVo_ATF5_Rabbit_PassedQC / LoVo / colon adenocarcinoma	ATF5	TF ChIP-seq	f_4595
4596	GSM1208714	sum	CHIP	.:batch2_chrom1_LoVo_BARHL1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	BARHL1	TF ChIP-seq	f_4596
4597	GSM1208719	sum	CHIP	.:batch2_chrom1_LoVo_CLOCK_Rabbit_PassedQC / LoVo / colon adenocarcinoma	CLOCK	TF ChIP-seq	f_4597
4598	GSM1208721	sum	CHIP	.:batch2_chrom1_LoVo_CREB3L4_Goat_PassedQC / LoVo / colon adenocarcinoma	CREB3L4	TF ChIP-seq	f_4598
4599	GSM1208723	sum	CHIP	.:batch2_chrom1_LoVo_DLX1_Mouse_PassedQC / LoVo / colon adenocarcinoma	DLX1	TF ChIP-seq	f_4599
4600	GSM1208729	sum	CHIP	.:batch2_chrom1_LoVo_E2F3_Mouse_PassedQC / LoVo / colon adenocarcinoma	E2F3	TF ChIP-seq	f_4600
4601	GSM1208730	sum	CHIP	.:batch2_chrom1_LoVo_E2F7_Rabbit_PassedQC / LoVo / colon adenocarcinoma	E2F7	TF ChIP-seq	f_4601
4602	GSM1208731	sum	CHIP	.:batch2_chrom1_LoVo_E2F8_Goat_PassedQC / LoVo / colon adenocarcinoma	E2F8	TF ChIP-seq	f_4602
4603	GSM1208736	sum	CHIP	.:batch2_chrom1_LoVo_ERM_Rabbit_PassedQC / LoVo / colon adenocarcinoma	ERM	TF ChIP-seq	f_4603
4604	GSM1208737	sum	CHIP	.:batch2_chrom1_LoVo_ESR1_Mouse_PassedQC / LoVo / colon adenocarcinoma	ESR1	TF ChIP-seq	f_4604
4605	GSM1208738	sum	CHIP	.:batch2_chrom1_LoVo_ETS2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	ETS2	TF ChIP-seq	f_4605
4606	GSM1208739	sum	CHIP	.:batch2_chrom1_LoVo_ETV7_Goat_PassedQC / LoVo / colon adenocarcinoma	ETV7	TF ChIP-seq	f_4606
4607	GSM1208740	sum	CHIP	.:batch2_chrom1_LoVo_EVI1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	EVI1	TF ChIP-seq	f_4607
4608	GSM1208742	sum	CHIP	.:batch2_chrom1_LoVo_FEV_Goat_PassedQC / LoVo / colon adenocarcinoma	FEV	TF ChIP-seq	f_4608
4609	GSM1208743	sum	CHIP	.:batch2_chrom1_LoVo_ZFHX3_Rabbit_PassedQC / LoVo / colon adenocarcinoma	ZFHX3	TF ChIP-seq	f_4609
4610	GSM1208745	sum	CHIP	.:batch2_chrom1_LoVo_FOXD2_Goat_PassedQC / LoVo / colon adenocarcinoma	FOXD2	TF ChIP-seq	f_4610
4611	GSM1208746	sum	CHIP	.:batch2_chrom1_LoVo_FOXG1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	FOXG1	TF ChIP-seq	f_4611
4612	GSM1208749	sum	CHIP	.:batch2_chrom1_LoVo_GATA1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	GATA1	TF ChIP-seq	f_4612
4613	GSM1208751	sum	CHIP	.:batch2_chrom1_LoVo_GLI3_Mouse_PassedQC / LoVo / colon adenocarcinoma	GLI3	TF ChIP-seq	f_4613
4614	GSM1208752	sum	CHIP	.:batch2_chrom1_LoVo_GLIS1_Goat_PassedQC / LoVo / colon adenocarcinoma	GLIS1	TF ChIP-seq	f_4614
4615	GSM1208756	sum	CHIP	.:batch2_chrom1_LoVo_HOXA13_Rabbit_PassedQC / LoVo / colon adenocarcinoma	HOXA13	TF ChIP-seq	f_4615
4616	GSM1208757	sum	CHIP	.:batch2_chrom1_LoVo_HOXA2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	HOXA2	TF ChIP-seq	f_4616
4617	GSM1208758	sum	CHIP	.:batch2_chrom1_LoVo_HOXC6_Rabbit_PassedQC / LoVo / colon adenocarcinoma	HOXC6	TF ChIP-seq	f_4617
4618	GSM1208763	sum	CHIP	.:batch2_chrom1_LoVo_JUND_Rabbit_PassedQC / LoVo / colon adenocarcinoma	JUND	TF ChIP-seq	f_4618
4619	GSM1208767	sum	CHIP	.:batch2_chrom1_LoVo_LYL1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	LYL1	TF ChIP-seq	f_4619
4620	GSM1208768	sum	CHIP	.:batch2_chrom1_LoVo_MAZ_Rabbit_PassedQC / LoVo / colon adenocarcinoma	MAZ	TF ChIP-seq	f_4620
4621	GSM1208771	sum	CHIP	.:batch2_chrom1_LoVo_MNT_Rabbit_PassedQC / LoVo / colon adenocarcinoma	MNT	TF ChIP-seq	f_4621
4622	GSM1208776	sum	CHIP	.:batch2_chrom1_LoVo_NFKB2_Mouse_PassedQC / LoVo / colon adenocarcinoma	NFKB2	TF ChIP-seq	f_4622
4623	GSM1208777	sum	CHIP	.:batch2_chrom1_LoVo_NFYA_Mouse_PassedQC / LoVo / colon adenocarcinoma	NFYA	TF ChIP-seq	f_4623
4624	GSM1208780	sum	CHIP	.:batch2_chrom1_LoVo_NKX2.2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	NKX2.2	TF ChIP-seq	f_4624
4625	GSM1208788	sum	CHIP	.:batch2_chrom1_LoVo_RARG_Mouse_PassedQC / LoVo / colon adenocarcinoma	RARG	TF ChIP-seq	f_4625
4626	GSM1208789	sum	CHIP	.:batch2_chrom1_LoVo_RBCK1_Goat_PassedQC / LoVo / colon adenocarcinoma	RBCK1	TF ChIP-seq	f_4626
4627	GSM1208790	sum	CHIP	.:batch2_chrom1_LoVo_REST_Rabbit_PassedQC / LoVo / colon adenocarcinoma	REST	TF ChIP-seq	f_4627
4628	GSM1208794	sum	CHIP	.:batch2_chrom1_LoVo_SOX2_Goat_PassedQC / LoVo / colon adenocarcinoma	SOX2	TF ChIP-seq	f_4628
4629	GSM1208796	sum	CHIP	.:batch2_chrom1_LoVo_SP2_Mouse_PassedQC / LoVo / colon adenocarcinoma	SP2	TF ChIP-seq	f_4629
4630	GSM1208802	sum	CHIP	.:batch2_chrom1_LoVo_TEAD2_Rabbit_PassedQC / LoVo / colon adenocarcinoma	TEAD2	TF ChIP-seq	f_4630
4631	GSM1208805	sum	CHIP	.:batch2_chrom1_LoVo_TP73_Rabbit_PassedQC / LoVo / colon adenocarcinoma	TP73	TF ChIP-seq	f_4631
4632	GSM1208807	sum	CHIP	.:batch2_chrom1_LoVo_VEZF1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	VEZF1	TF ChIP-seq	f_4632
4633	GSM1208809	sum	CHIP	.:batch1_chrom1_LoVo_H3_Rabbit_PassedQC / LoVo / colon adenocarcinoma	H3	TF ChIP-seq	f_4633
4634	GSM1208810	sum	CHIP	.:batch1_chrom1_LoVo_H3K4me1_Rabbit_PassedQC / LoVo / colon adenocarcinoma	H3K4me1	Histone ChIP-seq	f_4634
4635	GSM1208811	sum	CHIP	.:batch1_chrom1_LoVo_H3K4me3_Rabbit_PassedQC / LoVo / colon adenocarcinoma	H3K4me3	Histone ChIP-seq	f_4635
4636	GSM1684630	sum	CHIP	RNAPII:ChIP-seq, RNAPII_LowDensity_noDMI / hMSC / Human Mesenchymal Stem Cells	RNAPII	TF ChIP-seq	f_4636
4637	GSM1684631	sum	CHIP	RNAPII:ChIP-seq, RNAPII_HighDensity_noDMI / hMSC / Human Mesenchymal Stem Cells	RNAPII	TF ChIP-seq	f_4637
4638	GSM1684632	sum	CHIP	RNAPII:ChIP-seq, RNAPII_LowDensity_DMI / hMSC / Human Mesenchymal Stem Cells	RNAPII	TF ChIP-seq	f_4638
4639	GSM1684633	sum	CHIP	RNAPII:ChIP-seq, RNAPII_HighDensity_DMI / hMSC / Human Mesenchymal Stem Cells	RNAPII	TF ChIP-seq	f_4639
4640	GSM1684634	sum	CHIP	CEBPb:ChIP-seq, CEBPb_HighDensity_noDMI / hMSC / Human Mesenchymal Stem Cells	CEBPb	TF ChIP-seq	f_4640
4641	GSM1684635	sum	CHIP	CEBPb:ChIP-seq, CEBPb_LowDensity_DMI / hMSC / Human Mesenchymal Stem Cells	CEBPb	TF ChIP-seq	f_4641
4642	GSM1684636	sum	CHIP	CEBPb:ChIP-seq, CEBPb_HighDensity_DMI / hMSC / Human Mesenchymal Stem Cells	CEBPb	TF ChIP-seq	f_4642
4643	GSM1684637	sum	CHIP	GR:ChIP-seq, GR_HighDensity_DMI / hMSC / Human Mesenchymal Stem Cells	GR	TF ChIP-seq	f_4643
4644	GSM1684638	sum	CHIP	ATF4:ChIP-seq, ATF4_HighDensity_noDMI / hMSC / Human Mesenchymal Stem Cells	ATF4	TF ChIP-seq	f_4644
4645	GSM1684639	sum	CHIP	H3K27Ac:ChIP-seq, H3K27Ac_HighDensity_noDMI / hMSC / Human Mesenchymal Stem Cells	H3K27Ac	Histone ChIP-seq	f_4645
4646	GSM1684640	sum	CHIP	CEBPb:ChIP-seq, InVitroCistromics_CEBPb_0.1uL / hMSC / Human Mesenchymal Stem Cells	CEBPb	TF ChIP-seq	f_4646
4647	GSM1684641	sum	CHIP	CEBPb:ChIP-seq, InVitroCistromics_CEBPb_0.25uL / hMSC / Human Mesenchymal Stem Cells	CEBPb	TF ChIP-seq	f_4647
4648	GSM1684642	sum	CHIP	CEBPb:ChIP-seq, InVitroCistromics_CEBPb_1.0uL / hMSC / Human Mesenchymal Stem Cells	CEBPb	TF ChIP-seq	f_4648
4649	GSM1684643	sum	CHIP	CEBPb:ChIP-seq, InVitroCistromics_CEBPb_10uL / hMSC / Human Mesenchymal Stem Cells	CEBPb	TF ChIP-seq	f_4649
4650	GSM1684644	sum	CHIP	ATF4:ChIP-seq, InVitroCistromics_ATF4_5uL / hMSC / Human Mesenchymal Stem Cells	ATF4	TF ChIP-seq	f_4650
4651	GSM1684645	sum	CHIP	CEBPb:ChIP-seq, InVitroCistromics_CEBPb_0.1uL_plusATF4_0.002uL / hMSC / Human Mesenchymal Stem Cells	CEBPb	TF ChIP-seq	f_4651
4652	GSM1684646	sum	CHIP	CEBPb:ChIP-seq, InVitroCistromics_CEBPb_0.1uL_plusATF4_0.02uL / hMSC / Human Mesenchymal Stem Cells	CEBPb	TF ChIP-seq	f_4652
4653	GSM1684647	sum	CHIP	CEBPb:ChIP-seq, InVitroCistromics_CEBPb_0.1uL_plusATF4_0.2uL / hMSC / Human Mesenchymal Stem Cells	CEBPb	TF ChIP-seq	f_4653
